 1019 59          0.0327001
 1019 55          0.0024001
 1019 95          0.0018001
 1019131          0.0191001
 1019122          0.1325001
 1019140          0.0629001
 1019135          0.0183001
 1019114          0.0353001
 1019 99          0.0129001
 1019 96          0.0048001
 1019113          0.0357001
 1019110          0.0361001
 1021152          0.0520001
 1021149          0.0018001
 1021153          0.0492001
 1021158          0.0046001
 1021154          0.0125001
 1021141          0.0041001
 1021140          0.0442001
 1021144          0.0023001
 1021148          0.0022001
 1021146          0.0633001
 1021208          0.0464001
 1021202          0.0044001
 1021209          0.0054001
 1021230          0.0255001
 1021219          0.1081001
 1021176          0.0225001
 1021174          0.1331001
 1021187          0.0167001
 1021199          0.0062001
 1021193          0.0409001
 1021135          0.0106001
 1021 79          0.0013001
 1021 77          0.0014001
 1021 81          0.0958001
 1021 83          0.0020001
 1021 82          0.0008001
 1021 46          0.0011001
 1021 45          0.0020001
 1021 59          0.1003001
 1021 63          0.0048001
 1021 61          0.0037001
 1021113          0.0167001
 1021110          0.0220001
 1021114          0.0296001
 1021125          0.0009001
 1021122          0.0237001
 1021 90          0.0086001
 1021 85          0.0025001
 1021 96          0.0006001
 1021109          0.0010001
 1021 99          0.0254001
 1023152          0.0701001
 1023149          0.0069001
 1023148          0.0053001
 1023158          0.0024001
 1023154          0.0123001
 1023153          0.0351001
 1023146          0.0395001
 1023138          0.0059001
 1023136          0.0035001
 1023135          0.0012001
 1023144          0.0014001
 1023141          0.0009001
 1023140          0.0166001
 1023219          0.1222001
 1023209          0.0023001
 1023208          0.0198001
 1023230          0.0242001
 1023229          0.0004001
 1023220          0.0028001
 1023202          0.0042001
 1023187          0.0450001
 1023176          0.0044001
 1023174          0.2777001
 1023200          0.0004001
 1023199          0.0049001
 1023189          0.0061001
 1023 78          0.0009001
 1023 63          0.0147001
 1023 61          0.0134001
 1023 82          0.0096001
 1023 81          0.0187001
 1023 79          0.0009001
 1023 59          0.0611001
 1023 45          0.0262001
 1023 44          0.0009001
 1023 43          0.0056001
 1023 58          0.0056001
 1023 52          0.0021001
 1023 51          0.0032001
 1023114          0.0011001
 1023113          0.0049001
 1023110          0.0193001
 1023131          0.0109001
 1023122          0.0007001
 1023116          0.0018001
 1023109          0.0024001
 1023 90          0.0345001
 1023 85          0.0025001
 1023 83          0.0065001
 1023104          0.0006001
 1023 99          0.0340001
 1023 96          0.0025001
 1025 43          0.0110001
 1025 81          0.0263001
 1025140          0.0161001
 1025 63          0.0204001
 1025 83          0.0108001
 1025 44          0.0021001
 1025 82          0.0257001
 1025 79          0.0042001
 1025188          0.0068001
 1025199          0.0063001
 1025174          0.2141001
 1025148          0.0026001
 1025153          0.0172001
 1025202          0.0036001
 1025219          0.0858001
 1025151          0.0018001
 1025131          0.0515001
 1025138          0.0193001
 1025114          0.0046001
 1025227          0.0005001
 1025229          0.0012001
 1025220          0.0075001
 1025141          0.0004001
 1025 85          0.0029001
 1025193          0.0004001
 1025187          0.0451001
 1025136          0.0022001
 1025113          0.0033001
 1025146          0.0358001
 1025122          0.0015001
 1025 99          0.0192001
 1025 95          0.0003001
 1025208          0.0164001
 1025154          0.0165001
 1025230          0.0181001
 1025226          0.0002001
 1025 45          0.0098001
 1025189          0.0189001
 1025176          0.0138001
 1025158          0.0011001
 1025144          0.0015001
 1025110          0.0369001
 1025 61          0.0077001
 1025 58          0.0119001
 1025 47          0.0001001
 1025 46          0.0003001
 1025149          0.0067001
 1025116          0.0004001
 1025209          0.0163001
 1025 90          0.0237001
 1025 78          0.0185001
 1025 56          0.0005001
 1025 77          0.0002001
 1025200          0.0006001
 1025152          0.0596001
 1025135          0.0011001
 1025 96          0.0016001
 1025 59          0.0670001
 1027 79          0.0027001
 1027135          0.0015001
 1027187          0.0452001
 1027 83          0.0031001
 1027158          0.0015001
 1027141          0.0213001
 1027152          0.0249001
 1027125          0.0087001
 1027114          0.0270001
 1027 45          0.0041001
 1027113          0.0449001
 1027209          0.0031001
 1027199          0.0139001
 1027 43          0.0041001
 1027146          0.0586001
 1027110          0.0102001
 1027 82          0.0005001
 1027 59          0.0912001
 1027230          0.0247001
 1027208          0.0587001
 1027176          0.0191001
 1027193          0.0048001
 1027 81          0.1025001
 1027109          0.0008001
 1027140          0.0482001
 1027 85          0.0013001
 1027188          0.0022001
 1027174          0.1739001
 1027153          0.0503001
 1027148          0.0007001
 1027122          0.0417001
 1027219          0.0758001
 1027202          0.0016001
 1027 99          0.0274001
 1029122          0.0372001
 1029193          0.0345001
 1029 83          0.0012001
 1029 63          0.0170001
 1029188          0.0003001
 1029114          0.0151001
 1029219          0.0345001
 1029110          0.0117001
 1029135          0.0193001
 1029146          0.0418001
 1029 45          0.0112001
 1029208          0.0575001
 1029174          0.1829001
 1029152          0.0029001
 1029140          0.0473001
 1029230          0.0391001
 1029 43          0.0015001
 1029113          0.0418001
 1029202          0.0056001
 1029158          0.0021001
 1029 59          0.0836001
 1029 99          0.0206001
 1029 81          0.0638001
 1029187          0.0730001
 1029209          0.0037001
 1029176          0.0182001
 1029141          0.0372001
 1029 44          0.0041001
 1029123          0.0016001
 1029153          0.0847001
 1029199          0.0052001
 1031 59          0.0404001
 1031188          0.0127001
 1031131          0.1030001
 1031152          0.1345001
 1031 79          0.0007001
 1031113          0.0015001
 1031123          0.0021001
 1031 90          0.0705001
 1031202          0.0134001
 1031219          0.0643001
 1031 85          0.0015001
 1031200          0.0007001
 1031151          0.0144001
 1031209          0.0323001
 1031176          0.0079001
 1031 83          0.0019001
 1031 78          0.0008001
 1031 45          0.0030001
 1031230          0.0312001
 1031208          0.0077001
 1031125          0.0008001
 1031187          0.0231001
 1031146          0.0329001
 1031154          0.0064001
 1031 82          0.0067001
 1031158          0.0058001
 1031 63          0.0017001
 1031174          0.1957001
 1031 61          0.0040001
 1031140          0.0297001
 1031 81          0.0377001
 1031153          0.0290001
 1031189          0.0034001
 1031 99          0.0048001
 1031110          0.0502001
 1031148          0.0017001
 1031199          0.0217001
 1033154          0.0072001
 1033148          0.0007001
 1033140          0.0247001
 1033 79          0.0021001
 1033199          0.0044001
 1033204          0.0026001
 1033110          0.0213001
 1033 99          0.0266001
 1033 55          0.0029001
 1033208          0.0154001
 1033200          0.0100001
 1033149          0.0132001
 1033158          0.0127001
 1033141          0.0107001
 1033122          0.0753001
 1033229          0.0133001
 1033209          0.0045001
 1033153          0.0941001
 1033146          0.0280001
 1033 61          0.0364001
 1033135          0.0043001
 1033114          0.0057001
 1033227          0.0121001
 1033 95          0.0011001
 1033 47          0.0017001
 1033 44          0.0024001
 1033202          0.0106001
 1033109          0.0050001
 1033 85          0.0060001
 1033 78          0.0215001
 1033193          0.0753001
 1033 43          0.0263001
 1033 90          0.0046001
 1033 45          0.0118001
 1033104          0.0121001
 1033 81          0.1293001
 1033230          0.0168001
 1033201          0.0063001
 1033174          0.0630001
 1033220          0.0180001
 1033113          0.0253001
 1033187          0.0197001
 1033 63          0.0268001
 1033 59          0.0258001
 1033152          0.0084001
 1033144          0.0060001
 1033123          0.0094001
 1033219          0.0385001
 1035146          0.0447001
 1035 59          0.0451001
 1035 90          0.0723001
 1035188          0.0425001
 1035153          0.0199001
 1035114          0.0007001
 1035 85          0.0032001
 1035 79          0.0021001
 1035 96          0.0007001
 1035148          0.0004001
 1035 43          0.0035001
 1035 81          0.0153001
 1035154          0.0043001
 1035131          0.0600001
 1035 61          0.0021001
 1035 58          0.0003001
 1035199          0.0116001
 1035110          0.0278001
 1035174          0.2498001
 1035151          0.0046001
 1035136          0.0005001
 1035 83          0.0160001
 1035209          0.0076001
 1035208          0.0096001
 1035202          0.0020001
 1035187          0.0207001
 1035200          0.0004001
 1035176          0.0095001
 1035152          0.1311001
 1035140          0.0158001
 1035219          0.0810001
 1035221          0.0003001
 1035220          0.0018001
 1035230          0.0141001
 1035229          0.0003001
 1035226          0.0023001
 1035 82          0.0256001
 1035135          0.0027001
 1035189          0.0066001
 1035158          0.0044001
 1035149          0.0004001
 1035 63          0.0041001
 1035109          0.0020001
 1035 56          0.0023001
 1035204          0.0033001
 1035 45          0.0096001
 1035 99          0.0150001
 1037 43          0.0003001
 1037 44          0.0019001
 1037 45          0.0056001
 1037 59          0.0911001
 1037 61          0.0015001
 1037 63          0.0125001
 1037 77          0.0004001
 1037 79          0.0030001
 1037 81          0.0794001
 1037113          0.0223001
 1037110          0.0106001
 1037 83          0.0012001
 1037 99          0.0181001
 1037 90          0.0018001
 1037109          0.0023001
 1037122          0.0142001
 1037114          0.0258001
 1037152          0.0736001
 1037149          0.0008001
 1037148          0.0008001
 1037146          0.0433001
 1037144          0.0007001
 1037141          0.0167001
 1037140          0.0356001
 1037135          0.0060001
 1037158          0.0087001
 1037153          0.0387001
 1037176          0.0282001
 1037174          0.2490001
 1037187          0.0469001
 1037199          0.0103001
 1037193          0.0122001
 1037202          0.0061001
 1037209          0.0006001
 1037208          0.0187001
 1037230          0.0316001
 1037229          0.0044001
 1037226          0.0002001
 1037219          0.0749001
 1039113          0.0020001
 1039 45          0.0017001
 1039110          0.0465001
 1039 58          0.0012001
 1039 79          0.0042001
 1039 78          0.0002001
 1039 63          0.0012001
 1039 59          0.0390001
 1039 81          0.0306001
 1039 82          0.0124001
 1039 99          0.0106001
 1039 90          0.0841001
 1039 85          0.0027001
 1039 83          0.0016001
 1039116          0.0010001
 1039114          0.0037001
 1039146          0.0524001
 1039140          0.0343001
 1039132          0.0011001
 1039131          0.0463001
 1039174          0.1691001
 1039176          0.1351001
 1039152          0.1013001
 1039151          0.0188001
 1039153          0.0129001
 1039158          0.0033001
 1039154          0.0049001
 1039187          0.0032001
 1039189          0.0007001
 1039188          0.0672001
 1039199          0.0012001
 1039200          0.0023001
 1039202          0.0011001
 1039208          0.0063001
 1039209          0.0248001
 1039219          0.0486001
 1039226          0.0036001
 1039229          0.0007001
 1039230          0.0182001
 1041 96          0.0006001
 1041 45          0.0065001
 1041 43          0.0047001
 1041 99          0.0148001
 1041110          0.0571001
 1041116          0.0013001
 1041114          0.0065001
 1041 90          0.0587001
 1041 85          0.0094001
 1041 83          0.0174001
 1041 46          0.0018001
 1041 82          0.0224001
 1041 58          0.0047001
 1041 61          0.0054001
 1041 59          0.0472001
 1041131          0.0182001
 1041122          0.0029001
 1041140          0.0108001
 1041138          0.0020001
 1041141          0.0036001
 1041144          0.0015001
 1041 63          0.0091001
 1041 81          0.0379001
 1041 79          0.0077001
 1041146          0.0112001
 1041148          0.0034001
 1041149          0.0008001
 1041151          0.0013001
 1041152          0.1020001
 1041153          0.0337001
 1041230          0.0284001
 1041154          0.0130001
 1041229          0.0055001
 1041209          0.0083001
 1041208          0.0047001
 1041174          0.2244001
 1041158          0.0042001
 1041220          0.0029001
 1041219          0.1017001
 1041227          0.0007001
 1041189          0.0074001
 1041199          0.0026001
 1041202          0.0099001
 1041187          0.0330001
 1041176          0.0376001
 1041188          0.0111001
 1043 43          0.0066001
 1043 45          0.0047001
 1043 44          0.0044001
 1043 61          0.0015001
 1043 59          0.0298001
 1043 63          0.0050001
 1043 96          0.0007001
 1043 90          0.0061001
 1043 81          0.1368001
 1043 79          0.0037001
 1043202          0.0032001
 1043208          0.0490001
 1043204          0.0038001
 1043199          0.0180001
 1043219          0.0731001
 1043200          0.0020001
 1043229          0.0101001
 1043230          0.0395001
 1043110          0.0263001
 1043 99          0.0399001
 1043113          0.0166001
 1043122          0.0424001
 1043135          0.0153001
 1043141          0.0154001
 1043140          0.0235001
 1043146          0.0449001
 1043144          0.0015001
 1043152          0.0080001
 1043193          0.0479001
 1043187          0.0130001
 1043153          0.0771001
 1043154          0.0028001
 1043158          0.0077001
 1043174          0.2199001
 1045116          0.0056001
 1045 99          0.0162001
 1045110          0.0350001
 1045109          0.0046001
 1045131          0.1018001
 1045140          0.0327001
 1045144          0.0009001
 1045148          0.0050001
 1045146          0.0098001
 1045151          0.0021001
 1045153          0.0347001
 1045152          0.0825001
 1045154          0.0009001
 1045158          0.0104001
 1045 59          0.0487001
 1045 45          0.0074001
 1045 44          0.0016001
 1045 43          0.0003001
 1045 61          0.0104001
 1045 63          0.0016001
 1045 78          0.0038001
 1045 82          0.0269001
 1045 81          0.0265001
 1045 83          0.0101001
 1045 85          0.0007001
 1045 90          0.0867001
 1045174          0.1306001
 1045187          0.0521001
 1045176          0.0184001
 1045189          0.0172001
 1045188          0.0143001
 1045199          0.0082001
 1045202          0.0109001
 1045200          0.0085001
 1045204          0.0028001
 1045208          0.0100001
 1045209          0.0115001
 1045219          0.1162001
 1045230          0.0254001
 1045220          0.0045001
 1045227          0.0017001
 1045226          0.0006001
 1047 44          0.0003001
 1047 43          0.0198001
 1047 40          0.0009001
 1047 45          0.0049001
 1047 77          0.0004001
 1047 63          0.0496001
 1047 61          0.0126001
 1047 59          0.0116001
 1047 78          0.0192001
 1047 96          0.0006001
 1047104          0.0033001
 1047 99          0.0068001
 1047122          0.0025001
 1047113          0.0010001
 1047110          0.0295001
 1047109          0.0038001
 1047149          0.0085001
 1047146          0.0119001
 1047141          0.0006001
 1047140          0.0125001
 1047138          0.0023001
 1047136          0.0005001
 1047135          0.0032001
 1047131          0.0314001
 1047152          0.1251001
 1047154          0.0548001
 1047153          0.0230001
 1047227          0.0006001
 1047155          0.0060001
 1047174          0.2778001
 1047158          0.0033001
 1047187          0.0165001
 1047189          0.0071001
 1047202          0.0044001
 1047201          0.0006001
 1047199          0.0023001
 1047198          0.0010001
 1047208          0.0054001
 1047209          0.0019001
 1047219          0.1107001
 1047220          0.0013001
 1047226          0.0005001
 1047 79          0.0027001
 1047 81          0.0689001
 1047 82          0.0045001
 1047 83          0.0111001
 1047 90          0.0120001
 1047 85          0.0048001
 1047 95          0.0022001
 1047229          0.0024001
 1047230          0.0117001
 1049 43          0.0024001
 1049 59          0.0446001
 1049 61          0.0014001
 1049 63          0.0120001
 1049 78          0.0016001
 1049 79          0.0016001
 1049 99          0.0518001
 1049113          0.0243001
 1049110          0.0295001
 1049122          0.0473001
 1049 85          0.0061001
 1049 81          0.1122001
 1049201          0.0064001
 1049208          0.0402001
 1049202          0.0104001
 1049219          0.0494001
 1049227          0.0019001
 1049220          0.0016001
 1049230          0.0225001
 1049135          0.0101001
 1049123          0.0053001
 1049174          0.0840001
 1049158          0.0034001
 1049153          0.0926001
 1049152          0.0026001
 1049149          0.0051001
 1049146          0.0292001
 1049141          0.0639001
 1049140          0.0597001
 1049193          0.1282001
 1049187          0.0365001
 1049200          0.0006001
 1049199          0.0116001
 1051110          0.0426001
 1051109          0.0012001
 1051131          0.0387001
 1051122          0.0217001
 1051114          0.0105001
 1051113          0.0178001
 1051 43          0.0084001
 1051 45          0.0016001
 1051 44          0.0006001
 1051 58          0.0056001
 1051 59          0.0221001
 1051 63          0.0190001
 1051 61          0.0212001
 1051 82          0.0031001
 1051 81          0.0765001
 1051 79          0.0096001
 1051 78          0.0063001
 1051 83          0.0028001
 1051 85          0.0023001
 1051104          0.0003001
 1051 99          0.0178001
 1051 95          0.0004001
 1051 90          0.0328001
 1051146          0.0710001
 1051144          0.0035001
 1051148          0.0010001
 1051152          0.0966001
 1051149          0.0155001
 1051135          0.0008001
 1051140          0.0229001
 1051153          0.0355001
 1051158          0.0016001
 1051154          0.0139001
 1051174          0.1974001
 1051176          0.0095001
 1051187          0.0212001
 1051188          0.0021001
 1051198          0.0004001
 1051199          0.0053001
 1051230          0.0127001
 1051202          0.0051001
 1051208          0.0026001
 1051209          0.0029001
 1051219          0.0938001
 1051229          0.0093001
 1051220          0.0122001
 1053 43          0.0003001
 1053 59          0.0580001
 1053 58          0.0021001
 1053 63          0.0044001
 1053 78          0.0038001
 1053 82          0.0179001
 1053 81          0.0158001
 1053 99          0.0130001
 1053 96          0.0008001
 1053 90          0.0740001
 1053 83          0.0048001
 1053110          0.0254001
 1053109          0.0013001
 1053114          0.0068001
 1053113          0.0005001
 1053116          0.0093001
 1053131          0.0274001
 1053140          0.0164001
 1053146          0.0465001
 1053138          0.0029001
 1053151          0.0053001
 1053152          0.0803001
 1053153          0.0035001
 1053154          0.0025001
 1053158          0.0017001
 1053174          0.1454001
 1053187          0.0022001
 1053188          0.1624001
 1053176          0.1960001
 1053209          0.0076001
 1053200          0.0012001
 1053199          0.0026001
 1053189          0.0102001
 1053220          0.0010001
 1053219          0.0263001
 1053230          0.0202001
 1055 43          0.0162001
 1055 46          0.0104001
 1055 59          0.0376001
 1055 63          0.0117001
 1055 61          0.0017001
 1055 78          0.0096001
 1055 79          0.0072001
 1055 83          0.0031001
 1055 81          0.1421001
 1055 99          0.0310001
 1055 90          0.0043001
 1055109          0.0013001
 1055122          0.0996001
 1055114          0.0052001
 1055113          0.0368001
 1055110          0.0153001
 1055131          0.0043001
 1055140          0.0497001
 1055135          0.0159001
 1055141          0.0042001
 1055146          0.0298001
 1055144          0.0023001
 1055149          0.0218001
 1055152          0.0163001
 1055154          0.0164001
 1055153          0.0423001
 1055158          0.0083001
 1055174          0.1486001
 1055176          0.0012001
 1055193          0.0292001
 1055187          0.0454001
 1055202          0.0087001
 1055199          0.0189001
 1055208          0.0093001
 1055209          0.0079001
 1055219          0.0571001
 1055230          0.0291001
 1057 59          0.0757001
 1057 43          0.0131001
 1057 45          0.0037001
 1057 46          0.0301001
 1057 61          0.0051001
 1057 81          0.0537001
 1057 63          0.0077001
 1057 83          0.0041001
 1057 85          0.0009001
 1057 90          0.0144001
 1057 99          0.0292001
 1057 95          0.0012001
 1057104          0.0008001
 1057110          0.0243001
 1057109          0.0010001
 1057113          0.0141001
 1057114          0.0112001
 1057140          0.0270001
 1057138          0.0117001
 1057135          0.0135001
 1057122          0.0332001
 1057141          0.0021001
 1057146          0.0513001
 1057152          0.0317001
 1057154          0.0020001
 1057153          0.0631001
 1057158          0.0043001
 1057174          0.1887001
 1057187          0.0215001
 1057193          0.0794001
 1057200          0.0002001
 1057199          0.0114001
 1057204          0.0020001
 1057202          0.0058001
 1057206          0.0009001
 1057209          0.0015001
 1057208          0.0481001
 1057219          0.0758001
 1057229          0.0059001
 1057230          0.0287001
 1059 80          0.0033001
 1059 40          0.0037001
 1059 90          0.0009001
 1059 85          0.0052001
 1059 82          0.0010001
 1059 81          0.1225001
 1059 95          0.0004001
 1059 43          0.0097001
 1059 78          0.0025001
 1059 45          0.0009001
 1059 59          0.0415001
 1059 55          0.0029001
 1059 63          0.0235001
 1059 61          0.0090001
 1059 99          0.0310001
 1059109          0.0026001
 1059104          0.0060001
 1059123          0.0219001
 1059122          0.0546001
 1059113          0.0334001
 1059110          0.0274001
 1059154          0.0016001
 1059153          0.0879001
 1059152          0.0016001
 1059149          0.0020001
 1059146          0.0744001
 1059141          0.0187001
 1059140          0.0356001
 1059135          0.0131001
 1059158          0.0009001
 1059187          0.0088001
 1059174          0.1295001
 1059201          0.0007001
 1059200          0.0037001
 1059199          0.0322001
 1059193          0.0600001
 1059202          0.0087001
 1059208          0.0325001
 1059227          0.0031001
 1059220          0.0098001
